D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_10_528.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_10_528.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_10_528.jpg, 0, 0, 0, 7.852467E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_10_630.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_10_630.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_10_630.jpg, 0, 0, 0, 7.789959E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_10_730.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_10_730.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_10_730.jpg, 0, 0, 0, 7.766856E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_10_832.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_10_832.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_10_832.jpg, 0, 0, 0, 7.820827E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_10_933.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_10_933.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_10_933.jpg, 0, 0, 0, 7.833956E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_11_038.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_11_038.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_11_038.jpg, 0, 0, 0, 7.857732E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_11_140.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_11_140.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_11_140.jpg, 0, 0, 0, 7.87657E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_11_240.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_11_240.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_11_240.jpg, 0, 0, 0, 7.799804E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_11_342.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_11_342.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_11_342.jpg, 0, 0, 0, 8.013575E-05
D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\center_2020_04_16_21_25_11_447.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\left_2020_04_16_21_25_11_447.jpg, D:\faculty\Licenta\Curs udemy self-driving\Data\IMG\right_2020_04_16_21_25_11_447.jpg, 0, 0.3135777, 0, 0.2321075
